chg,10276,CentOS8-Server_rev1,CentOS8-Server,第一フロンティア生命;メールテスト用カスタマ,192.168.12.175,Template_GenericTrap,,Enable,,,,,,,,,,,{$TESTMACRO},141
chg,10278,Windows7-nvp,Windows7-nvp,第一フロンティア生命,192.168.12.201,,,Enable,,,,,,,,,,,,
